"purchase_month","delivery_time"
"6","7.3050590401906619"
"1","10.3569510167540606"
"8","6.2569233687405159"
"4","9.2795297220085705"
"3","12.1260865012043146"
"5","8.4842626772877404"
"2","12.6045803386526983"
"7","6.9344834463502194"
"10","8.2609519797809604"
"11","11.1144346871569704"
"9","8.6378313253012048"
"12","11.6984040623866522"
